# ITEM00012;Description;Tablename;Fieldname (WAMAS);Shortname (xml relevant);Datatype (WAMAS);Length (WAMAS);Decimalplaces (WAMAS);Mandatory;Foreignkey;Documentation;ERP relevant;Fieldname (SAP);Datatype (SAP);Length (SAP);Decimalplaces (SAP)
107;CSIA 09 registration;Item;OgItem.registrationModes.csia09;csiaOgRegistration09;E;14;0;;;Strategy for registration of the particular CSIA.;
108;CSIA 10 registration;Item;OgItem.registrationModes.csia10;csiaOgRegistration10;E;14;0;;;Strategy for registration of the particular CSIA.;
109;CSIA 11 registration;Item;OgItem.registrationModes.csia11;csiaOgRegistration11;E;14;0;;;Strategy for registration of the particular CSIA.;
110;CSIA 12 registration;Item;OgItem.registrationModes.csia12;csiaOgRegistration12;E;14;0;;;Strategy for registration of the particular CSIA.;
111;CSIA 13 registration;Item;OgItem.registrationModes.csia13;csiaOgRegistration13;E;14;0;;;Strategy for registration of the particular CSIA.;
112;CSIA 14 registration;Item;OgItem.registrationModes.csia14;csiaOgRegistration14;E;14;0;;;Strategy for registration of the particular CSIA.;
113;CSIA 15 registration;Item;OgItem.registrationModes.csia15;csiaOgRegistration15;E;14;0;;;Strategy for registration of the particular CSIA.;
114;CSIA 16 registration;Item;OgItem.registrationModes.csia16;csiaOgRegistration16;E;14;0;;;Strategy for registration of the particular CSIA.;
115;CSIA 17 registration;Item;OgItem.registrationModes.csia17;csiaOgRegistration17;E;14;0;;;Strategy for registration of the particular CSIA.;
116;CSIA 18 registration;Item;OgItem.registrationModes.csia18;csiaOgRegistration18;E;14;0;;;Strategy for registration of the particular CSIA.;
117;CSIA 19 registration;Item;OgItem.registrationModes.csia19;csiaOgRegistration19;E;14;0;;;Strategy for registration of the particular CSIA.;
118;CSIA 20 registration;Item;OgItem.registrationModes.csia20;csiaOgRegistration20;E;14;0;;;Strategy for registration of the particular CSIA.;
119;Availability check OG;OgItem;availabilityCheck;ogAvailabilityCheck;E;6;0;;;Defines the type of availability check that has to be done with the item.;
